cpu_percent,memory_rss_mb,read_bytes,write_bytes,is_keylogger
2.5404082943790516,58.79619714480833,1780,36079,1
1.1067353311122363,44.23269215756568,17461,41717,1
2.8734366078010103,55.53010490187742,13127,46831,1
2.267302133724428,15.073825693385086,11939,12786,1
1.3439281220412012,33.36040409770156,15088,49522,1
1.5824516520115248,25.72204651699809,12179,19981,1
1.4481123669739056,49.93778971517196,2414,43858,1
1.3645363466674039,44.22084092233741,11567,37490,1
1.4722659429258518,56.84087336465629,7430,36250,1
2.884147631009592,56.57814258988143,9806,5401,1
2.819396790581718,45.137518368942885,8958,13491,1
0.6168765447829657,32.27206936645953,2265,43643,1
1.8916942759178745,41.20170276264356,6319,16075,1
2.6014313968012748,43.978867248333,16807,34005,1
2.235548922013478,45.116552520282866,19965,48847,1
1.410780987884156,25.20962842286921,8414,20439,1
1.71300088865664,25.669785110840486,7052,47030,1
2.6726182498912574,33.29402651834968,7061,42666,1
1.2621184669188015,39.07098670412533,10873,23141,1
2.8829220137695737,22.852947469177334,12840,31615,1
0.9634627119077733,45.09364950562972,5317,35734,1
2.304694450295187,26.980238092157535,2100,31366,1
2.0070876078851203,21.732350722775603,16540,16517,1
2.1679801213565337,49.37806080471141,11144,28609,1
2.4756307820802066,24.994073303956434,16001,26131,1
0.26740769321447344,26.90379121557043,13157,42841,1
0.6068794161898331,35.286526384586196,5162,49332,1
2.7414868663094722,52.243957928837055,10863,13598,1
2.2814957923820125,14.174024518961645,6352,47984,1
2.638742397275157,14.975315936850706,18749,36937,1
1.230633833683638,48.842876395520484,11755,43262,1
0.541381720703827,44.965327645636805,19181,8350,1
1.1482100699299207,39.88715637310714,3691,26802,1
2.1041221313265437,25.121343532549325,15969,19963,1
0.9889361679538384,52.23904503815598,16465,33678,1
2.613742054979179,39.0285183404071,19177,44535,1
1.8733000474692518,49.42580175184897,4184,41314,1
2.7992403449680188,34.891582360973864,15406,22015,1
1.9554570714557835,38.249161016186775,1864,48411,1
0.7791643758263317,45.63189282613904,12601,7730,1
1.1491693670384597,24.54562395663504,8549,41834,1
0.3090424414524938,58.04663047365706,17188,36405,1
1.1741054019934125,52.95897440524992,6840,27876,1
1.4111634304480962,12.375027807132895,17242,23949,1
2.5473073200978624,49.87473060584781,16706,32912,1
1.4568811460976445,38.68025420588286,16348,20231,1
0.9997717707012241,39.09518860976404,12226,33757,1
2.5943334525638124,29.769934691113278,8720,39512,1
0.24498262490346612,53.45383621890813,18070,42562,1
2.7087085340577475,27.203737905331835,6335,23874,1
13.606954223146317,51.396244641410085,1481,7120,0
3.6408550731062195,136.48967658241952,4743,4753,0
6.49106991920733,228.3310999637843,1002,8976,0
6.582303214855574,203.57035394788147,4728,1760,0
1.8434647603805234,172.15342309510984,2996,5325,0
9.390126648718699,103.81049007909212,1870,542,0
14.399159990804058,484.91593578653647,1623,8185,0
11.855578528876286,109.71938754346161,1520,1375,0
0.8459815432632897,298.3088577779421,2757,2204,0
13.622853438362764,413.2705700810755,3554,4054,0
7.651163686760238,265.1225885196586,526,4841,0
12.191436475174418,449.24907943686145,803,5474,0
12.651574215035987,187.47635585423478,3623,3204,0
11.642293870894818,386.3216637345915,4804,1347,0
0.7105733693607394,84.8145437636684,2198,6815,0
10.191536305431429,231.16845425574203,886,640,0
3.7236392913560765,275.90422705363136,1375,3376,0
2.233607449297852,331.7177093915359,529,8455,0
5.649742758899693,493.93116080798654,1521,9981,0
11.63500244133694,290.1660850915632,2752,7436,0
10.006663880596262,486.3395765137236,3332,8953,0
4.694738952974952,193.50853634701286,1529,4072,0
3.404680498914435,432.38671253230984,1301,2881,0
2.072060820088029,223.5637853056957,4893,146,0
2.352668333612302,237.67377068687284,4049,5154,0
14.622488217811139,369.4558240944658,3549,3889,0
14.67426797971142,337.06379085659694,953,4185,0
14.648449142815702,267.59345929028507,4919,7884,0
12.558331666277583,182.34147116662,4505,3315,0
9.529861605212004,202.12914016283068,3643,1751,0
1.1164307888860445,443.846095269193,4443,1918,0
9.435006163166118,368.1208650849247,3072,6344,0
2.328237227812947,151.91242929179958,3712,5928,0
9.920797888289252,81.28971238762713,4430,2196,0
13.170037546726533,391.73230355625606,1363,3789,0
13.762391441606038,348.32334504496237,2324,2878,0
5.3273120074332345,391.6231005985275,2204,3448,0
6.969118576672226,303.8775339992561,3913,9107,0
